nome;data_nascimento;area;posicao;formacao;genero;lider;qtd_liderados;custo_mensal
Levi Barbosa;31/12/1969;Logística;Gerente;Ensino Médio;Masculino;0;0;18434
Maria Alice Caldeira;29/11/1987;Marketing;Diretor;Tecnólogo;Feminino;1;3;14010
Srta. Ana Sophia Farias;31/12/1982;TI;Gerente;Doutorado;Masculino;0;0;14136
Luiz Fernando da Cunha;19/12/1982;Operações;Gerente;Tecnólogo;Feminino;0;0;12263
Gabriela Silveira;07/09/1983;TI;Analista;Tecnólogo;Feminino;0;0;2998
Theo Cunha;22/01/1962;Operações;Gerente;Ensino Médio;Masculino;0;0;4593
Sr. Lucas da Costa;04/04/1966;Operações;Analista;Fundamental;Feminino;0;0;13649
Maria Alice Farias;16/02/1968;Operações;Assistente;Tecnólogo;Feminino;0;0;8784
Natália Rodrigues;15/12/1980;Operações;Gerente;Ensino Médio;Masculino;0;0;9109
Rafaela Pinto;08/08/1970;TI;Diretor;Doutorado;Feminino;0;0;19460
Maria Julia Cardoso;07/11/1998;Operações;C-level;Mestrado;Feminino;0;0;7958
Júlia da Mota;28/09/1960;Marketing;Diretor;Fundamental;Feminino;0;0;8435
Lucas Moreira;16/11/1949;Jurídico;C-level;Doutorado;Feminino;1;35;8089
Lucas Gabriel Fernandes;04/01/1992;Produção;Estagiário;Fundamental;Feminino;0;0;5615
Dra. Beatriz Aragão;18/05/1969;Vendas;Estagiário;Graduação;Feminino;0;0;6586
Vicente Barbosa;29/05/1985;Logística;Assistente;Tecnólogo;Masculino;1;18;12265
Dra. Isis Nunes;16/05/1994;Produção;C-level;Ensino Médio;Masculino;0;0;6661
Pedro Lucas Carvalho;08/12/1986;RH;C-level;Graduação;Feminino;0;0;15804
Yasmin Dias;20/04/1962;Logística;C-level;Graduação;Masculino;0;0;14426
Eduarda Oliveira;14/07/2006;Vendas;Analista;Doutorado;Masculino;0;0;18286
Igor Cardoso;25/05/1966;Marketing;Assistente;Graduação;Masculino;0;0;6981
Gustavo Gomes;06/10/1994;Operações;Estagiário;Tecnólogo;Feminino;1;15;13642
Larissa da Rocha;26/07/1988;Financeiro;Assistente;Ensino Médio;Masculino;0;0;12067
Alexia da Cunha;10/04/1979;TI;Diretor;Fundamental;Masculino;0;0;5968
Maitê Cunha;01/10/1975;Produção;Coordenador;Mestrado;Feminino;0;0;10905
Lucas Gabriel Almeida;03/02/1962;Logística;C-level;Mestrado;Masculino;0;0;18138
Valentina da Rocha;10/04/1990;Operações;Gerente;Ensino Médio;Feminino;0;0;4566
Srta. Caroline Silva;04/09/1993;Produção;Gerente;Ensino Médio;Feminino;0;0;14394
Clara da Rosa;10/01/1974;Vendas;Coordenador;Mestrado;Feminino;0;0;13436
Pietro Teixeira;10/02/1985;Logística;Estagiário;Fundamental;Feminino;0;0;7792
Dr. Enzo Gabriel Rezende;27/06/1970;Marketing;Estagiário;Tecnólogo;Feminino;0;0;6810
Yago Dias;19/06/2001;Financeiro;C-level;Fundamental;Feminino;1;17;4933
Evelyn Gonçalves;31/05/1977;Jurídico;Gerente;Mestrado;Feminino;1;23;17437
Theo Porto;05/03/1965;TI;C-level;Fundamental;Feminino;0;0;11789
Maria Eduarda Fernandes;16/12/1995;Logística;C-level;Graduação;Feminino;0;0;9521
Alice Martins;21/10/1949;Marketing;Gerente;Graduação;Masculino;0;0;17447
Luiz Otávio Viana;10/02/1964;RH;Coordenador;Fundamental;Masculino;0;0;17564
Sra. Evelyn Melo;08/05/1986;Logística;Diretor;Fundamental;Masculino;0;0;15882
Vitor Porto;21/07/1965;Vendas;Assistente;Fundamental;Masculino;0;0;14853
Brenda da Paz;02/11/1988;Financeiro;Assistente;Ensino Médio;Feminino;0;0;4641
Fernando da Rocha;22/07/1994;TI;Coordenador;Fundamental;Feminino;0;0;12390
Daniela Cardoso;13/01/1996;Financeiro;Estagiário;Graduação;Feminino;1;48;9560
Paulo Alves;13/09/1982;Operações;C-level;Ensino Médio;Masculino;0;0;6131
João Lucas Jesus;05/03/1965;Financeiro;Assistente;Tecnólogo;Feminino;1;46;12705
Dr. Bruno Nascimento;12/04/1995;TI;Assistente;Graduação;Masculino;0;0;7897
Sophia Cunha;30/11/1997;Logística;Gerente;Graduação;Feminino;1;14;2946
Heitor Barros;26/06/1969;Financeiro;Analista;Ensino Médio;Feminino;0;0;6288
Leonardo Carvalho;19/04/1984;Financeiro;Coordenador;Doutorado;Masculino;0;0;4776
Luigi Ribeiro;01/05/2001;Marketing;Diretor;Doutorado;Masculino;0;0;16481
Joaquim Pires;14/01/1988;Logística;Coordenador;Ensino Médio;Masculino;0;0;6740
Sr. Nathan Rocha;28/06/2001;Jurídico;Analista;Mestrado;Feminino;0;0;15293
Luiz Fernando Alves;06/10/1966;Jurídico;Analista;Doutorado;Masculino;0;0;11149
Ryan Moraes;07/12/2003;Vendas;Assistente;Fundamental;Feminino;0;0;11758
Davi Luiz da Mata;06/08/1987;Marketing;Coordenador;Graduação;Feminino;0;0;10957
Pedro Cunha;13/04/1989;RH;Gerente;Fundamental;Feminino;0;0;2690
Olivia Oliveira;10/05/1970;RH;Coordenador;Tecnólogo;Masculino;0;0;9014
Gustavo Gonçalves;17/02/1973;Financeiro;Gerente;Fundamental;Feminino;1;35;17474
Isis Barbosa;29/01/1977;RH;Diretor;Fundamental;Masculino;0;0;6317
Sr. Vinicius Carvalho;02/10/2000;Vendas;C-level;Ensino Médio;Feminino;0;0;8391
Eduarda Araújo;03/10/1981;TI;Gerente;Mestrado;Masculino;1;39;3220
Thales Barros;15/09/1996;Operações;Estagiário;Tecnólogo;Feminino;0;0;17939
Alícia Carvalho;27/05/1991;Jurídico;Analista;Mestrado;Masculino;0;0;8651
Leonardo Santos;20/01/1989;TI;Analista;Ensino Médio;Masculino;0;0;15202
Maria Sophia Aragão;21/08/1968;Jurídico;Assistente;Doutorado;Masculino;1;15;17340
Isabel Cunha;28/10/1966;Vendas;Analista;Tecnólogo;Feminino;0;0;17673
Alexia Alves;02/11/1969;Marketing;Assistente;Fundamental;Masculino;1;41;4650
Sra. Bruna Alves;06/03/1963;Vendas;Estagiário;Ensino Médio;Masculino;0;0;11192
Mariane Moraes;15/05/1963;Logística;Analista;Ensino Médio;Feminino;0;0;19488
Letícia Ribeiro;04/02/1969;RH;Assistente;Mestrado;Feminino;1;14;17189
Daniela Oliveira;24/05/2001;RH;Coordenador;Ensino Médio;Masculino;0;0;4369
Pedro Miguel da Cruz;27/12/1994;TI;Analista;Tecnólogo;Feminino;0;0;9147
Bianca Souza;25/02/1993;RH;Estagiário;Fundamental;Masculino;0;0;19621
Isabel Barros;20/03/1964;Jurídico;Diretor;Graduação;Feminino;1;24;7974
Sabrina Lopes;13/09/1960;Vendas;Diretor;Graduação;Masculino;0;0;10434
Sr. Fernando Souza;04/02/2001;Marketing;Diretor;Tecnólogo;Masculino;0;0;15154
Davi Lucca Lima;12/12/2006;Produção;Coordenador;Mestrado;Feminino;0;0;11744
Luiz Fernando Moraes;19/06/2005;Marketing;Analista;Tecnólogo;Masculino;0;0;3099
Brenda Novaes;17/09/1967;RH;Analista;Doutorado;Feminino;0;0;19867
Ana Julia Santos;23/03/1968;Marketing;Coordenador;Graduação;Masculino;0;0;3207
Vitória Gonçalves;04/07/1972;RH;Gerente;Ensino Médio;Feminino;1;42;3635
Bárbara Fernandes;13/02/2006;Produção;Analista;Tecnólogo;Feminino;0;0;6435
Caio Oliveira;17/04/1996;Logística;Gerente;Graduação;Feminino;0;0;7697
Raquel Ribeiro;14/01/1992;Produção;Coordenador;Fundamental;Masculino;0;0;5437
Emanuel das Neves;05/07/1978;Produção;Coordenador;Fundamental;Feminino;0;0;9103
Otávio Monteiro;10/06/1974;Jurídico;Coordenador;Ensino Médio;Feminino;1;48;5543
Rodrigo Souza;05/02/1992;Marketing;Analista;Fundamental;Feminino;0;0;11779
Pietra Dias;11/08/1985;Operações;Assistente;Doutorado;Feminino;0;0;19484
Dr. André Cavalcanti;10/08/2004;Financeiro;C-level;Ensino Médio;Feminino;1;40;8818
Alice Souza;08/09/1995;TI;Gerente;Graduação;Masculino;0;0;12567
Sra. Giovanna Azevedo;16/06/1968;TI;Coordenador;Ensino Médio;Feminino;0;0;12781
João Gabriel Fogaça;18/12/2006;Logística;Assistente;Fundamental;Masculino;0;0;2213
Laís da Rocha;05/09/1993;Produção;Assistente;Graduação;Masculino;1;36;17414
Melissa da Mota;02/10/1993;Marketing;C-level;Graduação;Feminino;0;0;11310
Bárbara da Cruz;14/05/1999;Vendas;Analista;Mestrado;Masculino;1;3;15627
Rebeca Cardoso;26/05/1984;Produção;Estagiário;Ensino Médio;Masculino;0;0;3387
Stella Nascimento;08/12/1968;RH;Coordenador;Fundamental;Masculino;0;0;7486
Francisco Silva;26/03/1991;Logística;Diretor;Fundamental;Masculino;0;0;15731
Gabrielly Costela;29/01/2000;RH;Assistente;Doutorado;Feminino;1;1;2937
Bryan Cavalcanti;15/04/1994;RH;Gerente;Mestrado;Masculino;0;0;17626
João Oliveira;08/07/1997;Jurídico;Coordenador;Graduação;Feminino;0;0;15977
Srta. Ana Laura Rodrigues;16/03/1998;TI;Gerente;Graduação;Masculino;0;0;6832
Sr. Pedro Freitas;29/05/1977;Financeiro;Coordenador;Doutorado;Feminino;0;0;18870
Isis Monteiro;28/08/2003;Jurídico;Coordenador;Ensino Médio;Feminino;0;0;3438
Natália Farias;20/09/1978;Jurídico;Coordenador;Fundamental;Masculino;0;0;9392
Emanuella Moura;08/03/1983;TI;Gerente;Fundamental;Feminino;1;5;15114
Srta. Bárbara Cunha;08/07/1984;Financeiro;Assistente;Tecnólogo;Feminino;0;0;12878
Alana Fogaça;09/10/2000;Jurídico;Analista;Doutorado;Feminino;0;0;18900
Davi Luiz Melo;25/05/1987;Marketing;Diretor;Doutorado;Feminino;0;0;4389
Luna Araújo;07/12/1949;Jurídico;Gerente;Doutorado;Feminino;0;0;11408
Isis Mendes;30/01/1980;RH;Analista;Tecnólogo;Masculino;0;0;3218
Arthur Viana;13/06/1962;TI;Analista;Ensino Médio;Feminino;0;0;12295
Dr. João Gabriel Novaes;26/05/1976;Jurídico;Diretor;Graduação;Masculino;0;0;12970
Sra. Isis da Mota;18/09/1998;Jurídico;Analista;Tecnólogo;Masculino;0;0;3122
Luiz Felipe Vieira;11/06/1970;RH;Assistente;Ensino Médio;Masculino;0;0;9649
Maria Luiza Porto;20/10/1990;TI;Diretor;Doutorado;Feminino;0;0;6411
Helena Ferreira;08/09/1994;Jurídico;Coordenador;Tecnólogo;Masculino;0;0;17985
Larissa Sales;29/02/2004;Vendas;C-level;Ensino Médio;Masculino;0;0;19061
Sr. Emanuel Campos;27/11/1980;Logística;Analista;Ensino Médio;Feminino;0;0;15921
Sr. Samuel Monteiro;07/11/1977;Logística;Estagiário;Tecnólogo;Masculino;0;0;10449
Bárbara Ferreira;19/01/1960;Jurídico;Estagiário;Graduação;Feminino;0;0;16010
Dr. Vitor Hugo Ferreira;26/05/1985;Financeiro;Diretor;Doutorado;Masculino;0;0;15901
Sr. Vitor Hugo Pereira;28/04/2004;Financeiro;Gerente;Ensino Médio;Masculino;0;0;5276
Carolina Silva;15/03/1970;Vendas;Gerente;Mestrado;Feminino;0;0;17127
Gustavo Novaes;17/12/1997;TI;Estagiário;Tecnólogo;Feminino;0;0;18215
Maria Clara Jesus;26/03/1962;Financeiro;Diretor;Doutorado;Masculino;1;49;17310
Ana Carolina Dias;06/05/1960;RH;Assistente;Doutorado;Masculino;0;0;3689
Dr. Benício Nunes;26/04/1973;Operações;C-level;Graduação;Feminino;0;0;11056
Ana Novaes;08/05/1962;Operações;Estagiário;Fundamental;Masculino;0;0;12036
Larissa Cunha;09/06/1965;Produção;Gerente;Graduação;Feminino;0;0;7774
Bernardo Monteiro;01/11/1984;Marketing;Analista;Mestrado;Masculino;1;42;6767
Pedro Caldeira;13/02/1971;TI;Diretor;Tecnólogo;Masculino;0;0;12132
Heloísa Gonçalves;07/02/1975;Operações;Estagiário;Mestrado;Masculino;0;0;6298
Francisco da Cunha;28/12/1971;Logística;Coordenador;Ensino Médio;Feminino;0;0;7142
Arthur da Mata;09/09/1971;Vendas;Estagiário;Mestrado;Feminino;0;0;12511
Joaquim da Luz;12/04/1970;Financeiro;Diretor;Tecnólogo;Masculino;0;0;14958
Bruna Caldeira;27/09/1989;Jurídico;Diretor;Fundamental;Masculino;0;0;10613
Srta. Fernanda Porto;08/02/1970;Jurídico;Estagiário;Graduação;Masculino;0;0;19511
Mariana da Paz;15/11/1997;RH;Analista;Ensino Médio;Feminino;0;0;19922
Laís Fogaça;18/08/1970;RH;Estagiário;Doutorado;Feminino;0;0;15107
Heitor Lima;27/10/2006;RH;Coordenador;Mestrado;Feminino;0;0;5047
Arthur Castro;14/02/1979;Operações;Diretor;Ensino Médio;Feminino;0;0;17732
Maria Luiza Moura;01/07/2004;Vendas;Estagiário;Ensino Médio;Feminino;1;43;16637
André Alves;20/01/2001;Logística;Diretor;Ensino Médio;Feminino;0;0;2128
Rafaela Silveira;23/06/1967;Financeiro;Coordenador;Ensino Médio;Feminino;0;0;6775
Sofia Fogaça;01/03/2005;Marketing;Gerente;Fundamental;Masculino;0;0;17919
Ana Júlia Monteiro;06/09/1973;Produção;Coordenador;Mestrado;Masculino;0;0;4400
João Vitor Ribeiro;29/12/1965;RH;Analista;Ensino Médio;Feminino;1;10;18426
João Felipe Caldeira;03/07/2005;Jurídico;Analista;Ensino Médio;Masculino;1;40;6124
Benício Silva;30/08/1989;Logística;Gerente;Mestrado;Feminino;0;0;9446
Manuela Freitas;27/08/1989;TI;Diretor;Fundamental;Feminino;0;0;10010
Heloísa das Neves;26/02/1990;Vendas;C-level;Fundamental;Feminino;1;17;15246
Miguel da Paz;17/07/2003;Produção;C-level;Tecnólogo;Feminino;0;0;15174
Henrique Rocha;14/10/1991;RH;Analista;Doutorado;Feminino;0;0;15642
Joaquim Fernandes;11/10/1966;Operações;C-level;Fundamental;Feminino;0;0;6656
Stella das Neves;10/11/1999;RH;Coordenador;Mestrado;Feminino;0;0;6159
Srta. Ana Beatriz Rocha;16/11/1998;Marketing;Analista;Doutorado;Masculino;0;0;12741
Dra. Julia Barros;16/01/1985;TI;Gerente;Graduação;Masculino;0;0;12796
Otávio Campos;03/07/1998;Marketing;Diretor;Tecnólogo;Feminino;1;15;12037
Juliana da Mata;17/02/1988;Operações;Coordenador;Ensino Médio;Feminino;0;0;13494
Anthony Silva;18/11/1974;Marketing;C-level;Fundamental;Masculino;0;0;12815
Ana Beatriz Barbosa;18/06/1996;Vendas;Estagiário;Graduação;Masculino;1;38;9046
Nina Costa;02/07/1970;Operações;Assistente;Fundamental;Feminino;0;0;6668
Calebe Pires;19/07/1963;TI;Estagiário;Tecnólogo;Masculino;0;0;6769
Raquel da Costa;06/09/1969;RH;Estagiário;Graduação;Masculino;0;0;5873
Letícia Barros;14/12/1980;Operações;Estagiário;Tecnólogo;Feminino;0;0;16375
Thomas Castro;21/02/1999;TI;Gerente;Tecnólogo;Feminino;0;0;2012
João Felipe Cunha;26/07/1993;Vendas;Gerente;Ensino Médio;Feminino;0;0;18273
João Gabriel da Luz;24/06/1982;Marketing;C-level;Graduação;Feminino;0;0;5111
Ana Sophia Rezende;17/11/1988;Financeiro;Assistente;Mestrado;Masculino;0;0;3314
Gabrielly Barros;03/10/1966;Logística;Coordenador;Graduação;Feminino;0;0;4473
Leonardo da Costa;15/10/1991;TI;Gerente;Graduação;Masculino;0;0;13034
Isadora Mendes;08/10/1993;Jurídico;Estagiário;Graduação;Feminino;1;15;7823
Samuel Rezende;18/08/1993;Produção;Coordenador;Tecnólogo;Masculino;0;0;15843
João Gabriel Freitas;05/02/2006;Jurídico;C-level;Tecnólogo;Masculino;0;0;3285
Isabelly Teixeira;20/01/1964;Financeiro;C-level;Ensino Médio;Feminino;1;50;4999
Emanuel Sales;09/03/1983;Jurídico;Estagiário;Mestrado;Masculino;0;0;19541
Maria Sophia Cunha;07/06/2004;Vendas;Analista;Tecnólogo;Masculino;0;0;2167
Samuel Correia;24/05/1962;Logística;Analista;Doutorado;Masculino;0;0;11583
Leandro Gomes;01/03/1982;TI;Diretor;Ensino Médio;Feminino;0;0;18771
Vitor Hugo Castro;01/05/1965;Vendas;Estagiário;Doutorado;Masculino;1;1;3002
Pedro Lucas Moura;01/03/1995;Financeiro;Coordenador;Doutorado;Masculino;0;0;17517
Arthur Porto;25/08/1968;Produção;C-level;Mestrado;Masculino;0;0;6120
Milena Rodrigues;20/04/1996;Marketing;Diretor;Doutorado;Masculino;0;0;19824
Calebe Castro;22/06/1964;Financeiro;Coordenador;Graduação;Masculino;0;0;7884
Calebe Farias;09/12/2000;Operações;Gerente;Ensino Médio;Masculino;0;0;15024
Dra. Sophie Peixoto;28/09/2001;RH;Analista;Tecnólogo;Feminino;1;6;19437
Bárbara Farias;27/06/1986;Marketing;Gerente;Fundamental;Masculino;0;0;6046
Maitê Alves;17/05/1995;Vendas;Coordenador;Doutorado;Feminino;1;12;2953
Pedro Henrique Moura;15/06/1972;Marketing;Analista;Mestrado;Feminino;1;29;18637
Joana Almeida;25/06/1966;TI;Analista;Ensino Médio;Masculino;0;0;15635
Lara Moura;29/11/1983;Jurídico;Coordenador;Graduação;Feminino;0;0;6331
Levi Fernandes;02/04/2006;Vendas;C-level;Graduação;Feminino;0;0;7910
Dr. Levi Nascimento;09/06/1971;Operações;Analista;Tecnólogo;Feminino;0;0;9669
Emanuel Monteiro;05/03/1973;Operações;Diretor;Mestrado;Masculino;0;0;7189
Yasmin Fogaça;11/06/1949;Logística;C-level;Mestrado;Feminino;1;23;16081
Pietro Dias;30/10/1973;Produção;Gerente;Tecnólogo;Feminino;0;0;15956
Thales Novaes;17/09/1991;Logística;Coordenador;Graduação;Masculino;0;0;18538
Melissa Rezende;14/02/1966;RH;Gerente;Graduação;Masculino;0;0;12347
Larissa da Mota;12/11/1960;Produção;Diretor;Fundamental;Feminino;1;23;8953
Ana Julia Moreira;09/04/1986;TI;Gerente;Graduação;Masculino;0;0;5617
Raul Caldeira;05/05/1985;Logística;Assistente;Fundamental;Feminino;0;0;11903
Luana Moura;17/10/1976;Logística;Diretor;Tecnólogo;Masculino;0;0;2236
Enzo Gabriel Cardoso;17/08/1983;RH;Analista;Ensino Médio;Feminino;0;0;3786
Vitória Pires;21/08/1975;Produção;Assistente;Ensino Médio;Feminino;0;0;2754
Vitória Moura;17/05/1978;Marketing;Analista;Mestrado;Masculino;0;0;4439
Levi Almeida;14/09/1995;Produção;Gerente;Tecnólogo;Feminino;0;0;17542
Srta. Isadora Costela;02/08/2001;Vendas;Gerente;Graduação;Feminino;0;0;10936
Kaique Dias;06/10/1965;Financeiro;Diretor;Mestrado;Feminino;1;21;14152
Nathan Lima;08/01/1985;Financeiro;Estagiário;Ensino Médio;Feminino;0;0;5680
Gabriela Cunha;18/11/1986;TI;Estagiário;Graduação;Feminino;0;0;15889
Dra. Ana Carolina da Conceição;30/07/1993;Vendas;Diretor;Tecnólogo;Masculino;0;0;14517
Sr. Benjamin da Paz;31/12/1992;Jurídico;Analista;Ensino Médio;Feminino;0;0;7742
Manuela Rocha;22/09/1976;Marketing;Estagiário;Ensino Médio;Feminino;0;0;16071
Alana Freitas;14/07/1974;Vendas;Gerente;Graduação;Masculino;0;0;6130
Eloah Monteiro;15/04/1964;Marketing;C-level;Tecnólogo;Feminino;0;0;2873
Murilo Lima;06/10/1976;Financeiro;Estagiário;Fundamental;Masculino;0;0;12324
João Gabriel Teixeira;29/01/1995;RH;Gerente;Mestrado;Feminino;0;0;4168
Guilherme da Costa;05/09/1967;Logística;Estagiário;Doutorado;Masculino;0;0;12152
Sofia Silveira;14/12/1960;TI;Gerente;Doutorado;Feminino;0;0;15600
Noah Lopes;25/11/1972;Vendas;C-level;Tecnólogo;Masculino;0;0;11149
Nicole Sales;30/07/2006;Produção;Diretor;Ensino Médio;Feminino;0;0;15090
Dra. Maitê Rocha;07/07/2003;TI;C-level;Fundamental;Masculino;0;0;6735
Manuela Barros;10/11/1987;Operações;C-level;Fundamental;Masculino;0;0;12539
Ana Vitória Viana;10/02/1992;TI;Coordenador;Doutorado;Feminino;0;0;16059
Sra. Maria Cecília da Paz;07/12/1997;TI;C-level;Fundamental;Masculino;0;0;11928
Sr. Igor da Mota;17/07/1979;Marketing;C-level;Graduação;Masculino;0;0;8840
Enzo Gabriel da Luz;16/03/1963;RH;Gerente;Tecnólogo;Feminino;0;0;17609
Sr. Eduardo Nunes;20/11/1980;Produção;Coordenador;Doutorado;Feminino;0;0;5114
Helena da Luz;23/09/1982;TI;Diretor;Ensino Médio;Feminino;0;0;14477
Isabella Nogueira;12/10/1966;Jurídico;Estagiário;Doutorado;Feminino;0;0;7853
Laís Martins;06/06/1966;Operações;Analista;Doutorado;Feminino;0;0;17991
Pedro Henrique Fernandes;28/05/1994;RH;Analista;Doutorado;Feminino;1;19;17238
Luiza Martins;30/08/1969;Marketing;Coordenador;Tecnólogo;Feminino;1;25;5090
Sra. Juliana da Cunha;25/06/1972;Operações;C-level;Mestrado;Feminino;0;0;16625
André Correia;13/05/1961;Financeiro;Gerente;Tecnólogo;Masculino;1;33;18473
Erick Dias;16/08/1985;Financeiro;Gerente;Doutorado;Feminino;0;0;10076
Juan Silva;23/04/1981;Marketing;Diretor;Fundamental;Feminino;0;0;4980
Lucca Vieira;21/05/1996;TI;Gerente;Fundamental;Feminino;0;0;6719
Kevin Almeida;14/04/1968;RH;Assistente;Tecnólogo;Masculino;0;0;13458
Pietra da Mata;23/09/1992;Logística;Analista;Graduação;Masculino;0;0;13755
Davi Luiz Alves;18/02/1976;TI;Diretor;Doutorado;Feminino;0;0;12968
Alexandre Cardoso;30/04/1987;Produção;Assistente;Ensino Médio;Masculino;0;0;5233
Bruna Azevedo;12/11/1973;TI;C-level;Mestrado;Masculino;0;0;17785
Augusto Azevedo;31/10/1982;RH;C-level;Graduação;Masculino;0;0;6415
Maria Julia Almeida;01/03/1999;TI;Coordenador;Tecnólogo;Masculino;0;0;5497
Bernardo Santos;08/07/2005;Logística;Analista;Doutorado;Masculino;1;2;12578
Dr. Noah Ribeiro;25/05/1967;Produção;Analista;Fundamental;Masculino;1;9;14698
Luiz Miguel Porto;22/07/1997;Marketing;Coordenador;Graduação;Feminino;0;0;6091
Luiz Miguel Gomes;28/07/1981;TI;Diretor;Ensino Médio;Feminino;0;0;18977
Vitor Gabriel Silva;02/04/2005;Operações;Coordenador;Ensino Médio;Feminino;0;0;12234
Nina da Cunha;10/01/1988;Produção;C-level;Ensino Médio;Feminino;0;0;7738
Isabel Costela;05/01/1997;Jurídico;C-level;Ensino Médio;Feminino;0;0;17264
Maria Vitória da Paz;10/09/1976;Jurídico;Estagiário;Graduação;Feminino;1;25;2921
Dr. Yuri Peixoto;01/09/1998;Marketing;Assistente;Doutorado;Feminino;0;0;16338
Calebe Carvalho;11/04/2001;RH;Assistente;Graduação;Masculino;1;18;18650
Kevin Moraes;20/08/1969;Jurídico;Diretor;Graduação;Feminino;0;0;9266
Guilherme Souza;23/04/1998;Vendas;Gerente;Mestrado;Masculino;0;0;4849
Sra. Nina da Cunha;06/05/1965;Operações;Estagiário;Graduação;Feminino;0;0;16175
Sr. Benjamin Viana;05/07/1980;TI;Assistente;Tecnólogo;Masculino;1;35;14936
Lorena Nogueira;24/01/1979;Jurídico;Coordenador;Graduação;Masculino;0;0;2232
Samuel Moura;18/07/1988;Operações;Analista;Ensino Médio;Feminino;1;9;3485
João Pedro Campos;31/01/1962;RH;Assistente;Ensino Médio;Feminino;0;0;18085
Dr. Marcos Vinicius da Mota;01/07/1978;Vendas;Estagiário;Ensino Médio;Masculino;1;8;6862
Levi Correia;30/09/1971;Produção;Assistente;Mestrado;Feminino;0;0;11448
Maria Julia Souza;01/09/1979;RH;Coordenador;Fundamental;Masculino;0;0;2487
Eduarda Costela;18/11/2001;Logística;Assistente;Mestrado;Masculino;0;0;13765
Ana Carolina Alves;18/04/1988;Operações;Assistente;Graduação;Masculino;0;0;18536
Larissa Pires;04/12/1976;Jurídico;Estagiário;Tecnólogo;Masculino;0;0;12939
Dr. André Aragão;17/08/1999;Jurídico;C-level;Doutorado;Masculino;0;0;18475
Luiz Gustavo Ferreira;05/01/1972;Logística;Coordenador;Doutorado;Masculino;0;0;19033
Benício da Mota;28/03/2006;Financeiro;C-level;Doutorado;Masculino;0;0;19669
Maria Melo;07/12/1982;Jurídico;Diretor;Tecnólogo;Masculino;1;26;13167
Ana Carolina Moura;06/07/1964;Operações;Assistente;Fundamental;Masculino;0;0;5614
Srta. Clara Cardoso;31/10/1982;TI;Diretor;Graduação;Masculino;1;49;4227
João Pedro da Cunha;22/05/1991;TI;Coordenador;Fundamental;Masculino;0;0;10870
Stephany Cardoso;11/08/1968;Vendas;Assistente;Mestrado;Feminino;0;0;4939
Luiz Henrique da Rosa;05/08/1962;Marketing;Estagiário;Doutorado;Feminino;0;0;19540
Luigi Araújo;30/01/1963;Jurídico;C-level;Fundamental;Masculino;0;0;10609
Lucas Gabriel Novaes;08/01/1963;Marketing;Diretor;Ensino Médio;Masculino;0;0;9013
Bruna Melo;23/11/1997;RH;Diretor;Tecnólogo;Feminino;0;0;17328
Dr. Lorenzo Pinto;08/10/2001;Operações;Analista;Graduação;Masculino;1;14;11855
Vicente Viana;09/02/1995;TI;Diretor;Mestrado;Masculino;0;0;14957
Dra. Yasmin da Conceição;19/12/1964;RH;C-level;Fundamental;Masculino;0;0;4070
Yago Rodrigues;08/08/1996;Jurídico;C-level;Mestrado;Masculino;0;0;10372
Ryan da Mota;12/11/2002;Logística;Assistente;Graduação;Feminino;0;0;9769
Dr. Bryan Mendes;12/10/1990;Operações;Diretor;Mestrado;Masculino;0;0;16040
Sarah Ferreira;16/08/1969;Produção;C-level;Fundamental;Feminino;0;0;12184
Amanda Barros;14/01/1992;Produção;Coordenador;Doutorado;Feminino;0;0;5659
Davi Lucas Vieira;31/01/1966;Jurídico;Analista;Mestrado;Feminino;0;0;14890
Cauã da Cunha;29/12/1990;Operações;Coordenador;Fundamental;Masculino;0;0;11470
Joaquim Vieira;14/05/1989;Produção;Gerente;Fundamental;Feminino;0;0;15101
Igor Ramos;26/05/1990;Logística;Gerente;Tecnólogo;Masculino;0;0;2202
Helena Gonçalves;11/07/1988;Jurídico;Analista;Mestrado;Masculino;0;0;9584
Dr. Theo Ramos;14/02/1999;Vendas;Estagiário;Graduação;Masculino;0;0;7501
Maitê Melo;27/02/1984;Operações;Estagiário;Doutorado;Masculino;1;20;9900
Bryan Teixeira;02/10/1979;TI;Estagiário;Tecnólogo;Feminino;1;32;17599
Luiz Otávio Cunha;11/11/2002;Financeiro;Analista;Mestrado;Feminino;0;0;14522
João Pedro Nascimento;26/03/1995;Operações;Assistente;Tecnólogo;Feminino;0;0;8960
Agatha Santos;20/12/2000;Logística;Diretor;Graduação;Feminino;0;0;11698
Ana Luiza Duarte;25/12/1979;Financeiro;Diretor;Ensino Médio;Feminino;0;0;4856
Sr. João Guilherme Cardoso;03/07/1968;TI;Assistente;Doutorado;Feminino;1;39;17810
Nicole Caldeira;16/09/1978;Jurídico;C-level;Mestrado;Feminino;0;0;10348
João Pereira;17/04/2000;RH;Diretor;Fundamental;Masculino;1;28;4049
Nicolas Silva;18/01/1983;Produção;Estagiário;Graduação;Feminino;1;33;18999
Sr. Renan Jesus;13/01/1977;Financeiro;Coordenador;Tecnólogo;Feminino;0;0;14971
Sra. Mirella Rezende;03/05/1976;Financeiro;Estagiário;Mestrado;Masculino;0;0;7728
Fernando Duarte;07/07/1990;Vendas;C-level;Tecnólogo;Masculino;0;0;4299
